tweet,language,sentiment,,
"b'angel millares, grabe laki ng ano niya hahahahaha tinalo pa kami eh!! Galing niya din maglarooo. mabait din siya hehe sobrang lambing pa \xf0\x9f\x98\x8a'",tl,1,,
b'@dauntlessmaxy ANG LALA POTA HAHAHAHAHAHA LUWAG AMPOTEK',tl,1,,
"b'Sponsor, spruce, space #MaineEBLentenBUKAS'",en,0,,
b'paasa lagi ning twitter naga notify nga may nag DM pero pag open ko wala man \xf0\x9f\x98\x92',tlen,-1,,
b'@KaikaiTheFan38 Ang ganda \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d napaka hahahaha!!!',tl,1,,
b'eden pls !!',en,0,,
b'\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d https://t.co/hqS16OdEET',emoji,1,,
b'feelings are fatal - mxmtoon',en,0,,
b'NP: Fifty Shades sound track \xf0\x9f\x98\x98\xf0\x9f\x8e\xb5\xf0\x9f\x8e\xb6\xf0\x9f\x8e\xb5',en,0,,
b'kakatamd naman dito sa bahay wtggg',tlen,-1,,
"b'Sweldo: \nLazada, Shopee: Hello vovo.'",tlen,-1,,
b'@Marieldaks Go bat ako matatakot hmmm',tlen,0,,
"b'We must to kill this love yeah sad but true,,,'",en,-1,,
"b'I survived (almost) all the slides! @ Aqua Planet, Clark Field, Pampanga https://t.co/YOSWReWyWD'",en,1,,
b'@coachRegine17 Iba na di ba!! Larga!!!',tl ,0,,
b'@_addiechn Hay..',en,-1,,
"b'Hiking doesn\xe2\x80\x99t end in summer. @ Cuenca, Batangas https://t.co/8TCGgFXEhw'",en,0,,
b'&gt; Play Hearts of Iron IV\n&gt; Choose Philippines\n&gt; Modernize the Navy\n&gt; Send all fleet to West Philippine Sea\n\nCheckmate.',en,0,,
b'Hirap ma attached.',tlen,-1,,
b'happy born day @jlsprcvlmmtrll painom na yan! \xf0\x9f\xa4\xad\xf0\x9f\xa4\x97\xf0\x9f\xa4\xa3',tlen,1,,
b'@BarbaraGodde Hahahaha \xf0\x9f\xa4\x97 https://t.co/UsHByczfg8',en,1,,
b'I\xe2\x80\x99M AN HOUR EARLY FOR #ARICHELLA WHATEVER',en,0,,
b'Up&amp;up! \xf0\x9f\x8e\x88\xe2\x98\xbb https://t.co/J9hk3K2E9o',en ,0,,
b'@khaterynecc Geh',tl,0,,
b'Blessed \xf0\x9f\x92\x96\xe2\x9c\xa8\xf0\x9f\xa4\x97 https://t.co/L4TeKKl4Ll',en,1,,
b'Miss ko mga frinzz ku',tlen,-1,,
b'@erikalogist2 https://t.co/Vq89mnc9zZ',others,0,,
b'pasensya na',tl,-1,,
b'Oh oh',en,0,,
b'@cassie_ldn 0 hahaha we will be blessed lol',en,1,,
"b'@sophiaalyssal you isaaaaaa pig. pangayo ug copies bi, atay oy ato nalang na lantawon bec there is winter in ph'",others,0,,
"b'Imagine kasama mo kumain isang reporter, prosecutor, police, ingay siguro mauumay ka puro case pinag uusapan hahahaha'",tlen,1,,
"b""@jcrsarngrnn nice oyy, sign na unta to nimo mag tan'aw""",others ,0,,
b'Standing ng ateneo?',tlen,0,,
b'Just tell me when to stop. \xf0\x9f\x98\x92',en,-1,,
b'@ytsmcueeeeet_ Maynakto gorder HAHAHAHHAHA',others,0,,
b'Sige lang take your time',tlen,0,,
b'Fck',en,-1,,
b'Nawala ako sa mood',tlen,-1,,
b'u made my day marhana shahahahha',en,1,,
b'ang cute \xe2\x98\xb9\xef\xb8\x8f',tlen,1,,
b'\xf0\x9f\x98\xaa\xf0\x9f\x98\xaa',emoji,0,,
"b'Soooo, I just finished the first season of @ourplanet on NetFlix. Huhu. I want more. \xf0\x9f\x98\xad'",en,-1,,
b'Hala bat ganooon',tl,-1,,
b'pakitanggal po like button sa fb please',tlen,-1,,
"b'love it!!!!!! \xf0\x9f\x98\x8d\xe2\x9d\xa4\xef\xb8\x8f @ Patar White Beach, Bolinao, Pangasinan https://t.co/jKjZiQCVQ6'",en,1,,
b'\xf0\x9f\x98\xbb\xf0\x9f\x98\xbb\xf0\x9f\x98\xbb',emoji,1,,
b'@Imjohnnydebt Di ako makapagstream e. Bagal net pag nagstream',tlen,-1,,
b'These last few weeks have been exhausting',en,-1,,
b'magpabangs lagi ko oh awa',others,0,,
b'I will win brand new car today. hahaha! f na f ih! #hopia \xf0\x9f\xa4\xaa',tlen,1,,
b'HAHAHA bakit hindi ko nakakalimutan yon HAHAHA',tl,1,,
"b'send ng send yung kuya ko ng online link. kuysssss, di ako nan\xe2\x80\x99nood ng GOT \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",tlen,1,,
"b""It's time to: mag motor papuntang SM Pulilan at maghanap ng magagawa \xe2\x9c\x8a\xf0\x9f\x8f\xbb\xf0\x9f\x98\x94""",tlen,0,,
b'@norelyn_acut Ba kaha? Dawbi ug mo balik pajud sya?\xf0\x9f\x99\x84\xf0\x9f\x98\x8c',others,0,,
b'@Geyaamercaral Hahahaha \xf0\x9f\xa4\xad',en,1,,
b'@seoulpop_shop @SeoulPop_GA exo jersey',others,0,,
b'Stunning Morena Bride \xe2\x9c\xa8 #HairAndMakeupByMaia https://t.co/eNbeWxpDCq',en,0,,
b'@Cheesecakesxz happy birthday dai \xf0\x9f\x92\x8b\xf0\x9f\x92\x96',en,1,,
b'classic savory mamakbung!!!',others,0,,
b'Iwas muna kay sir O may kasalanan pa ko HAHAHHAA',tlen,1,,
b'umaandar na naman kagagahan ni ate',tl,-1,,
b'Sabi nung kapatid ko ang bitch ko daw tignan nung saturday night! Hahahahaha',tlen,1,,
b'@Jhoe71307975 Ang bait ni Mama moo. Haha',tl,1,,
b'First 10 mins palang sa chinese drama na pinapanuod ko grabe panay stop ko sa panunuod OMG \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',tlen,0,,
"b""If that doesn't come as much as I hope, I might consider things best for me. \xf0\x9f\x92\xad""",en,0,,
"b'Grabe pangatol, huhu di naman sguro ko pwede ug Emperador :('",tl,-1,,
"b'Starlet, store, srigma #MaineEBLentenBUKAS'",en,0,,
"b'My Idol, Trainor, Buddy, Supportive Mother\xf0\x9f\x98\x8d\xf0\x9f\x91\xa7\xf0\x9f\x91\xa9\xf0\x9f\x92\x9e @ Tondo, Manila, Philippines https://t.co/BeFD2qKwyq'",en,0,,
b'@jnslsorerbac \xf0\x9f\x98\x82',emoji,1,,
b'Craving for fruit shake! \xf0\x9f\xa5\xb5\xf0\x9f\x8d\x8e\xf0\x9f\x8d\x89\xf0\x9f\x8d\x8c\xf0\x9f\x8d\x93',en,0,,
"b'Wala kong alam, sorryyyy'",tlen,-1,,
b'gusto ko mag jabee \xe2\x98\xb9\xef\xb8\x8f',tl,0,,
b'Wala ng makaing masarap sarap bwiset',tl,-1,,
b'Aba Bagong Ligo Si Pareng Roger Ah\n\xf0\x9f\x98\xb2\xf0\x9f\xa7\xbd\xf0\x9f\x9a\x90\n\n#InsideAndOutside @ Sandawa Road Davao City https://t.co/p7XQaOsTUD',tlen,0,,
b'Nag a-Alone Together sa UP Sunken Garden.\n\n#summerroadtrip #chibiandpumpkin @ UP Sunken Garden https://t.co/usr6t4p47A',tlen,0,,
b'first summer job hihiz!!\xf0\x9f\x8c\xbb https://t.co/vnWbNGVq5R',tlen,0,,
b'@mijellee Excited ko na ikaw ang ma bride. :)',tlen,1,,
b'Exit conference ulit before 1pm tangina natatae pako',tlen,-1,,
b'super hyper ng mga tao sa twitter ngayon hehehe',tlen,0,,
b'@zaynmalik released music video out of nowhere!!!! dmn!!!',en,0,,
b'Get Well Soon Prince \xe2\x9d\xa4\xf0\x9f\x98\x98 https://t.co/e1Vpu8ORQY',en,0,,
b'@yelxcorpuz_ @cruziyaaa baka lang naman \xf0\x9f\xa4\xad',tl,0,,
b'nugang banas',others,0,,
b'nagpuli para mag tuon nd para mag tulog',others,0,,
b'sino gusto it number ni ralph? aAHAHAHHA',tlen,1,,
b'Lord bat ganon siya? Ang taas panaman ng tingin ko sakanya',tl,0,,
b'Hahahaha \xf0\x9f\x98\x82',en,1,,
b'Nagparamdam napong kurimaw! bored guro ni ay',others,0,,
b'Yung mga nagspoil ng Game of Thrones walang trabaho kaya nakapanood',tlen,0,,
b'HEEEY MY HEART! WAG MONG ANGKININ PLEASE AAAAAHH NAGAGAYUMA AKOOO ASSFHHSKKSHSGAJSJCKL',tlen,1,,
"b'naay someone na dili ganahan sa akoa so sa ""joke"" nalang niya ipa agi ang iyang pagka bitch, dzae ayaw pag ana. bawal baya plastic sa school\xf0\x9f\x99\x8a'",others,0,,
b'Kaya pag umuuwi ako dito lagibg masama ang loob ko',tl,-1,,
b'@aulinveraa ewWw',en,-1,,
b'@rowellsolo Penge kopya',tl,0,,
b'Tae naniniwala ba kayong conduct awardee si maymay HAHAHAHAHAHAAHAHA PUCHAAAA!!!! IM SHOOKT https://t.co/fYTi4dHzjt',tlen,-1,,
b'https://t.co/TbWNikNsCo',others,0,,
"b'taena nagdadalawang isip pa ako na sumakay sa barko e, aayaw ko pa umuwi \xf0\x9f\x98\xab'",tl,-1,,
b'Karma is real bro.',en,0,,
b'nakakaadik manood ng videos sa facebook\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',tlen,0,,
b'@chrissyteigen @lastsongsynjom Sana all \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 @mirandahurr',tlen,1,,
"b""how airhead can I get today? Hahahahuhuhu I'm so sorry sisters \xf0\x9f\xa4\xa3 https://t.co/oDRqhrjF7q""",en,-1,,
b'@pamldumlao Yizyiz pammeh hahaha',others,0,,
b'@jcebilane11 TAMA NA KALAT NA KALAT NA YUNG MUKHA KO AHHAHAHAHHA PERO EXPOSURE RIN YAN HAHAH',tlen,1,,
"b""let's talk""",en,0,,
b'nakakasawa ganitong buhay ;((',tl,-1,,
b'Hay naku! Sun sayang akong load pang data!!!',others,0,,
"b'Taena, ano problema netong S2 E11? Ayaw ma-dl.'",tlen,-1,,
b'Wrong move yata yon HAHAHAHAAHUHUH',tlen,-1,,
"b'Like ka ng like sa mga tweets ko, wala yan kapag ako na nagkalike sayo sige ka!'",tlen,0,,
b'Damnnnnnn boi \xe2\x9d\xa4\xef\xb8\x8f',en,0,,
"b'Stoke, srio, stick #MaineEBLentenBUKAS'",en,0,,
b'\xf0\x9f\x92\xaf',emoji,0,,
"b""@pandeann Hoy ang harsh niya ah. E report nana D'ann. Wala siya'y respeto ah. Nakaka imbyerns.""",others,0,,
"b""once you get in, you can't get out""",en,0,,
b'@IssaDuwaTatlo @angeliqueibunes henge jowaa mga mamser yikes',tlen,0,,
b'MAGSISICK LEAVE PA NAMAN SANA KO DAHIL SOBRANG HAPDI NG SUNBURNS KO TAS BIGLANG.. M HAHAHAHAHHA POTA MALILIGO PALANG AKO SABI KO NASA JEEP NA KO \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/qnXzwKertM',tlen,1,,
b'I only see chanyeol',en,0,,
b'https://t.co/vRcb1OZpN8',others,0,,
b'Witty friends \xf0\x9f\xa4\xa3',en,0,,
b'@eyprielljoy saba gud \xf0\x9f\x99\x84',others,0,,
b'Piste hangover ! Yaaaawaaaaa \xf0\x9f\xa4\xa2\xf0\x9f\xa4\xae',others,0,,
"b'ghialyn, Beauty queen!! HAHAHAHA galing niya maghilot \xf0\x9f\xa4\xaa sobrang lambing niya dinn, masaya kasamaaa pero sayang di siya nakalaro :(('",tlen,1,,
b'Otw manila',en,0,,
b'@annallleeeyyy No. Kay wala ko.',others,0,,
b'jwu again...',en,0,,
b'Lamia langkaton aning pusona ni oy \xf0\x9f\x98\xa4\xf0\x9f\x98\xa4',other,0,,
b'Hanggang saan ba masusukat ang tiwala mo sa mga tao sa paligid mo at sa Diyos? -@aldenrichards02 \n\n#ALDENonEBxBULAWAN',tl,0,,
b'@engrbaboy Wala dun sa link?? Nasimulan ko pa lang kanina huhu',tlen,-1,,
"b""@starkhanesi I've been waiting for the Stark's Reunion. Glad they saw each other before the great war.\n\n#ForTheThrone""",en,1,,
b'Pre-birthday celebration. \xf0\x9f\x8e\x88\xe2\x99\xa5\xef\xb8\x8f\n4.14.19 https://t.co/AigN20HEoM',en,0,,
b'@PEucyne Tara nga mag inom hahaha .',tl,1,,
b'@seanrcy @teddyboylocsin Which daughter please?',en,0,,
b'Hala gg ako sa profoundly nalaman tuloy ng mga kamag anak ko na wala na kami \xf0\x9f\x98\x82\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',tlen,0,,
"b'But maybe God has better ways, plans, and reasons. I\xe2\x80\x99m still here at this miro.'",en,-1,,
b'@klintcagampang @mmajszx HAHAHAHAHAH atay ka klint \xf0\x9f\x98\x82\xf0\x9f\x98\x82',tlen,1,,
b'Huawei P30 Pro international giveaway @androidauth #giveaway https://t.co/UQhncYxQCD',en,0,,
b'Miss you @/kim \xf0\x9f\x98\xad\xf0\x9f\x92\x94',en,0,,
b'isa pa tong si atiii gurl napaka self proclaimed HAHAHAHA',tlen,1,,
b'@Riyatoot Sa 7/11 ta mag exam yut hahaha',others,0,,
"b'Makasuya lagi ning uban tao nga grabe ka talented, ako ani murag walay pulos \xf0\x9f\x99\x83'",others,0,,
b'@lunarpatricia yas yas yas',others ,0,,
"b'\xf0\x9f\x8d\xa4 Tytche Seafood Restaurant\n\n\xf0\x9f\x93\x8d Coastal Road, Dumangas\n\n\xf0\x9f\x8c\x90 Full article to follow at: https://t.co/9NONy23T9o https://t.co/a3Z0XgiuKi'",en,0,,
b'Uyyyy tas sour cream \xf0\x9f\xa4\xa4',tlen,0,,
b'hehe',en,0,,
b'kailangan ko na matapos clearance ko bukas para alaw na intindihin pag alis',tlen,0,,
b'super goods naman jam namin kagabi ser.',tlen,1,,
b'\xf0\x9f\x98\x8a',emoji,1,,
b'Nganu lisod kaayo mo hatag og Second Chance?',others,0,,
"b'and there\xe2\x80\x99s one thing that I need from you, can u come thru?'",en,0,,
"b'Oo nga naman, bat hindi ko naisip yon?'",tl,0,,
b'\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',emoji,1,,
b'Unta. Reminder lang para di mo ma-majoy baron hahahahaah',others,0,,
"b""BAHALA'G ITOM BASTA HILAS \xf0\x9f\x98\x82""",others,0,,
b'Eto na naman tayo sa pinapagawa nyong DOST proposal tapos kakalimutan mong ipasa ang actual docs on the deadliest line chz hahaha noted po.',tlen,-1,,
b'man i\xe2\x80\x99m hyped \xf0\x9f\x94\xa5 https://t.co/1wsgWH8wau',en,1,,
b'Sana makuha ako \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f',tl,0,,
b'@roanafernandez Thank youuuu mumsh!! \xf0\x9f\x92\x97\xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbb',tlen,1,,
b'Ok',en,0,,
b'httyd3 + got s8 + toy story 4 + star wars ep9 \n\nthis year is a gift!!! BUT EVERYTHING ENDS so...',en,1,,
b'di naman ako miss \xf0\x9f\xa4\xaa',tlen,-1,,
b'feeling bloated \xe2\x98\xb9\xef\xb8\x8f i feel so incomfortableeeeee',en,-1,,
"b'@crazychardieC Sa Tingloy Batangas, classmate!'",en,0,,
"b'Spring, ship, shop #MaineEBLentenBUKAS'",en,0,,
b'Mango Daiquiri with All-Star Nachos on the side to cap off the night \xe2\x9c\xa8 @ Filling Station Bar Cafe https://t.co/pik1ah0MxF',en,0,,
"b""I'm at Greenhills \xc3\x89lan Hotel Modern in San Juan City, Metro Manila https://t.co/3dMtMXD5MB""",en,0,,
b'Shettttt san nakakabili ng flamingo na stand yung may ilaw :&lt;&lt;',tlen,0,,
b'Ngiii',tl,-1,,
b'sabi sayo krysha eh kapag may kasalanan lang magaling \xf0\x9f\xa4\xa3',tl,-1,,
"b""\xf0\x9f\x91\x80\xf0\x9f\x91\x80\xf0\x9f\x91\x80\n\nThese gg stans are uggh mad about bp's success. Stay pressed.""",en,-1,,
"b'@PNP_PCRG @pnpdpcr @pnppio Wanted person, Ace Vergel Rigon was nabbed by Labo MPS thru WOA issued by Hon. Roberto A. Escaro, Presiding Judge of Branch 64, Labo, Camarines Norte for Frustrated Murder w/ CC No. 2014-2668 dtd August 14, 2015 w/ P200K bail recommended.'",en,0,,
b'Handang suungin kahit kagubatan. \xf0\x9f\xa4\xa3 https://t.co/Nr59Zqubpj',tl,0,,
b'kalami sa tulog hahah hiiiiii',others ,0,,
"b'@nikkocalledo Sa GoT man gud na. Minatay. Hoy, wa kay plano mulaag diri?'",others,0,,
b'@qzyxrs @elyssajoyie !!!!!',others,0,,
b'tataba talaga ng utak niyo hahaha',tl,1,,
b'Hello! Ulab Misamis Oriental\xf0\x9f\x98\x8a',en,0,,
b'since \xe2\x80\x9816 \xf0\x9f\xa5\x80 https://t.co/twheZ94O8b',en,0,,
b'@christinebelo_ Tanggap ka naman ni papc kahit cute size ka',tlen,1,,
b'Kelangan ko ulit ng magchicheer sa aken haha',tlen,1,,
b'gigil ako. nakakapanget ng araw HAHAHAHA',tl,1,,
b'The kind of energy we all deserve in our timeline. Be happy for people who are passionate about things. Period. \xe2\x9d\xa4\xef\xb8\x8f #ForTheThrone',en,1,,
b'Marupok po ako. Hahaha https://t.co/JeBiT1E2dm',tl,1,,
b'Ang gwapooooo!!!!! \xe2\x9d\xa4\xef\xb8\x8f',tl,1,,
b'Kapag nahuli nyo na tong taong to paki putol ng etits at saka dila bago nyo ipa tira sa aso o kabayo. Oops huwag na pala idamay ang mga animals ipatira nyo nalang sa mga rapist sa bilibid tutal daig pa nila ang mga hayop',tlen,-1,,
b'@_antoinemiguel Si maam fernando nag sub sainyo?',tlen,0,,
b'TAAAAHP TAAAAHHHHPPP!!\nWAG KANG LALAPIT!! NO NO NO BAWAL KA LUMAPIT AYOKO MAKITA KA AAAAHHHHHHHHHHH',tlen,-1,,
b'\xf0\x9f\x8d\x8d!!!!!!',emoji,0,,
b'\xf0\x9f\x98\x93\xf0\x9f\x98\x93',emoji,-1,,
"b'""lorem ipsum that shit.""'",en,-1,,
b'Info overloaaaaaaddddddd. Wala ako naiintindihan haha huhuhuhu',tlen,-1,,
b'@shieneahxjosue @ayrinesoloria HAHAHAHAHAHAHA LAUGHTRIP POTAAA\xf0\x9f\x98\x86',tlen,1,,
"b""Take a breather and let's go for a walk. \xf0\x9f\x98\x8c https://t.co/i0YfDW1M5L""",en,0,,
b'@bebebaysa kalma tayo boss',tlen,0,,
b'Aww line sa encounter \xf0\x9f\x98\xad',tlen,-1,,
b'@karladriyan @robcmontajesjr pineapple vid!!! HAHAHAHAHA I SEARCH ZER',en,1,,
b'laptrip ang clip nga gng haboyan si daniel sng lima ka cp latsi',others,0,,
"b""sinubukan naming kunin yung card ni @wongybells tapos tinanong kami ni mam kung ano ang relation namin sa kanya (kailangan kasi ata blood related).\n\nall that's left to say is that we are related by 'heart', yez naman di parin binigay hehe""",tlen,0,,
b'skl boring sakin yun perfect date movie\xf0\x9f\x98\x90\xf0\x9f\x98\x90',tlen,-1,,
b'Good morning!!!!!! https://t.co/CcB86D6fXN',en,1,,
b'di mo yun alam kasi di mo pa yun nararanasan.',tl,-1,,
b'@andreilerios @sychada @qzyxrs kadiri gago HAHAHAHAHAHHAHA',tl,1,,
b'anueba HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAH',tl,1,,
b'@Jimkamay Dalhan mo lang ako spagg para me kain tayo duon.',others,0,,
b'Very dissapointing',en,1,,
b'@kimcidc HAHAHAHAHHAHAHAHA Inaway pa ako \xf0\x9f\x98\x82 HAHAHAHAHAHA so special ni bday gurl',tlen,1,,
b'@AlexxCuatriz Demonya HAHAHAHA \xf0\x9f\x98\x82',tl,1,,
b'@reigneNa22 Thank you girl! \xf0\x9f\x92\x8b',tlen,1,,
b'ang sarap sana bday ko lagi sinusunod ng kapatid lahat ng utos ko yieee',tlen,1,,
b'Ou nakipag inuman ako dahil broken ako pero ni kahit kelan nd ako nag open up sakanila at hnd nd din ako nag ddrama at nag eemote.',tlen,-1,,
"b""I'm always the one who understand.""",en,-1,,
b'KAY ROMERO AKO \xf0\x9f\x90\xa6\xf0\x9f\x92\x99\xe2\x9c\x8a\xf0\x9f\x8f\xbb',tl,0,,
"b'COMPLETED: Grassroots Entrepreneurship and Management (GEM) Training Program, Batch 92.\n\nMany, many, many thanks to Dr. Eduardo Morato (Chairman and President, Bayan Academy), Mr. Philip Felipe (COO, Bayan Academy), Professors Noel Aban and Edwin Suson (University of Santo Tomas) https://t.co/76CzilsZWq'",en,0,,
b'@ShmmyVlgs @PsychosocialRos @ronangeLoL @ronjoshuab @billycabanglan @helloitsmig Uh oh HAHAHAHAHA',en,1,,
b'My mommy told me everything kung bat sya umalis nung baby pako huhu hirap mag pigil ng luha shet :--( sorry',tlen,-1,,
b'Done watching #GameofThrones S08E01 - Winterfell. Now he knows something. \xf0\x9f\x98\x9d #ForTheThrone',en,0,,
b'Dugaya nimu uy\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1@JaypeeTEsber',others,0,,
"b'Professor George ""GQ"" Quitoriano and Ms. River Galveztan (Ateneo de Manila University), Ms. Meryl Pi\xc3\xb1on and support group of Bayan Academy. Also, thank you Citi Foundation for the scholarship and Facebook for the ""Boost Your Business"" Program.'",en,0,,
b'@nicoledvlg HAHAHAHAHA',en,0,,
"b'@iamneilbryanu @McDonalds @Mcdo_phil @McDo_PH @mcdo Sana tumawid ka na lang sa kabila, hehehe'",tl,0,,
"b'Classmates and co-entrepreneurs from different industries and walks of life, thank you for sharing your ideas and strategies. May the Lord, God bless us all!'",en,1,,
b'Fvvvvvvck!',en,-1,,
b'@itsme_Ron01 Andami na namang pogi sa timeline ko \xf0\x9f\x99\x88\xf0\x9f\x98\x82',tl,1,,
"b""Option 1:\nHindi muna ga-graduate. Wait for the next removal exam schedule for pre-boards and if papasa na, that's the time na ga-graduate ka na.""",tlen,0,,
"b'@pseudomia @juliescribes @princessische @youxingx @Peanut_petal @not_yogurt_a LANGYA. HAHAHA. Please, I want to give justice portraying Liana in the twitter world. This got me out of character \xf0\x9f\xa4\xab\xf0\x9f\xa4\xab\xf0\x9f\x98\xad\n\nPs: gusto ko yung (proud ako dito) \xf0\x9f\x98\x82'",tlen,1,,
b'hypocrisy at its best \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc',en,0,,
b'\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf',emoji,0,,
b'@rsnnmblng Yes yes loveyou missyou\xf0\x9f\x98\x98',en,1,,
b'Happy na akong happy ka sa iba \xf0\x9f\x99\x83',tlen,-1,,
b'd na jud ko kahulat na makahawa na sya dre sa balay ayyy lord pwede paspasi?',others,0,,
b'Mamulubi ako dito kapag di ako nag baon tanginang buhay to hahahaha.',tl,1,,
b'I thinkI\xe2\x80\x99ll buy a new set of slippers and give this slippers to ansley. Hmmmmm pag black na nakita ko ah.',tlen,0,,
b'Kinakabahan ako',tl,-1,,
b'Never be enough.',en,-1,,
b'Gikapoy kog byahe oy animas.',others ,0,,
b'putcha mga spes sa city hall ang popogi HAHAHAHA',tlen,1,,
b'@caIiforniamaki @btrizsel_ @Janceelle',others,0,,
"b'ang cute ng 11 namin ni clang, 12:15 na hahahaha'",tlen,1,,
b'Super Text pa.\xf0\x9f\x98\x82',tlen,0,,
b'Omg ang cute\n\nhttps://t.co/66RMzjpJYq',tlen,1,,
"b'Storm, string, scope #MaineEBLentenBUKAS'",en,0,,
b'Pass lang sa sa dagat karon kay sapa may gwapo ligoan hehehehe',others,0,,
b'@itsmacooo @ralphfinity Ehemm yosi',tl,0,,
b'@annaaavls @dianfherue Thank you Ynna! \xf0\x9f\x92\x8b',en,1,,
b'Alam mo ba di ko alam pano kita naging kaibigan HAHAHA and alam mo ba kamuka mo talaga si elento hehe see u when i see u bruh @acs_mikeal',tlen,1,,
b'@ostreacharles Nice na au ang happenings later \xf0\x9f\xa4\xa9',others,0,,
"b""Jon and Dany:Kissing\nDROGON:She's your Aunt .....\n\n#GoTS8 \n#GameofThronesSeason8 \n#WinterIsHere https://t.co/IeAh7WxhA8""",en,0,,
b'Mali to mali \xf0\x9f\x98\x94',tl,-1,,
b'Euron as he passes by the Mountain while seeing Cersei smirk\n#GoT #GameofThrones #FortheThrone https://t.co/jiPawfA7Va',en,0,,
b'@lliannemags @_btrzmnzla @Siaooooo @Sopheeyalvarez Oki cyster hahahaaha',en,1,,
b'\xd0\xa1\xd1\x83\xd0\xba \xd0\xb7\xd0\xb8\xd0\xbf\xd0\xb0\xd0\xbb\xd0\xbe \xd1\x8d\xd1\x82\xd0\xbe \xd1\x82\xd0\xb0\xd1\x81\xd0\xba\xd0\xb0\xd1\x82\xd1\x8c. \xd0\x9d\xd0\xb0\xd1\x84\xd0\xb8\xd0\xb3 \xd0\xb2\xd1\x81\xd0\xb5 \xd0\xbf\xd0\xb5\xd1\x80\xd0\xb5\xd0\xb5\xd0\xb7\xd0\xb4\xd1\x8b https://t.co/NKemFoPjLh',others,0,,
b'gawas mga himantayoooonnn',others,0,,
b'Nakakasawa na.',tl,-1,,
"b'Okay na sana ganitong panahon, hindi mainit, wag lang umulan diba? \xf0\x9f\x98\x89'",tl,0,,
b'\xe2\x98\xb9\xef\xb8\x8f',others,0,,
b'TAENA ITO NAAAAAA',tl,0,,
b'@SRHMSLD @kayecchua k e t o',others,0,,
b'Tae tae!',tl,-1,,
b'Staph!',tl,-1,,
b'@tyrnico @jeslynvd Ayay. Wala pa ko makatan-aw sa previous movies.',others,0,,
b'neeeeed',en,0,,
b'sayaw lang nang sayaw hangang sa gumaling hehehe small improvement is still improvement',tlen,1,,
b'@lakisalaway Cute ng mag asawa',tlen,1,,
b'\xf0\x9f\x8c\xbb\xf0\x9f\x8c\x9e @ Jala-jala https://t.co/Hzt878tT8D',emoji,0,,
b'@_iyaken Thank youuuu hihi see you real soon!! \xf0\x9f\x92\x97\xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbb',en,1,,
b'flores hospi \xf0\x9f\x93\x8d',others,0,,
b'@dricdrox Sana all!!!!',tlen,0,,
b'uncomfortableeee',en,-1,,
b'In',others,0,,
b'@pseudomia @juliescribes @princessische @youxingx @Peanut_petal @not_yogurt_a SAME HAHAHA',en,1,,
b'Feeling ko need ko na naman magpachange ng glasses huhuhu \xe2\x98\xb9\xef\xb8\x8f',tlen,-1,,
"b'So nu, gbyaan ko nila mama nga naka tug ko\xf0\x9f\x99\x84 wa na nuon ko kabalo ug nag aha to sila.'",others,0,,
b'@KATastrophe03 Wala pa naman wahahaha. Pero tengene mas natuwa ako dito. Pambawi sa hindi ko naabutan ang premiere ng #GOT',tlen,0,,
b'Adik talaga tong lalaki nato \xf0\x9f\x98\x82 https://t.co/wZGtymZP7I',tl,1,,
b'@BiancaLaureta Bigat talaga sya hahahaha',tl,1,,
b'Papasok sa work ng no breakfast tapos no lunch pa wiw',tlen,-1,,
